0.31,0.9840937107219361,"[[0.013012221321417028, 0.07099388958929144, 0.07099388958929144], [0.0709938890892913, 0.050753055330354374, 0.050753055330354374], [0.0709938890892913, 0.050753055330354374, 0.050753055330354374]]"
0.32,1.0388692046399228,"[[0.015559849437242344, 0.07222007553137895, 0.07222007553137895], [0.07222007503137848, 0.048889962359310715, 0.0488899623593107], [0.07222007503137848, 0.0488899623593107, 0.0488899623593107]]"
0.33,1.0891836186056025,"[[0.018240336088119712, 0.07337983220593998, 0.07337983220593998], [0.07337983170594006, 0.04706008402203004, 0.04706008402203004], [0.07337983170594006, 0.04706008402203004, 0.04706008402203004]]"
0.33999999999999997,1.1355209050816484,"[[0.021053632235783687, 0.07447318413210788, 0.07447318413210788], [0.07447318363210814, 0.045263408058946054, 0.04526340805894605], [0.07447318363210814, 0.04526340805894605, 0.045263408058946054]]"
0.35,1.1782247791416012,"[[0.023999696262817415, 0.07550015211859129, 0.07550015211859132], [0.07550015161859114, 0.043499924065704396, 0.043499924065704416], [0.07550015161859118, 0.043499924065704416, 0.04349992406570442]]"
0.36,1.217547700216528,"[[0.02707849112395818, 0.07646075468802103, 0.07646075468802103], [0.07646075418802067, 0.041769622780989585, 0.041769622780989585], [0.07646075418802067, 0.041769622780989585, 0.041769622780989585]]"
0.37,1.2536800137604587,"[[0.03028998244956865, 0.07735500902521564, 0.07735500902521568], [0.07735500852521564, 0.0400724956123922, 0.04007249561239219], [0.07735500852521564, 0.04007249561239219, 0.0400724956123922]]"
0.38,1.2867682016803883,"[[0.03363413713287676, 0.07818293168356164, 0.07818293168356165], [0.07818293118356158, 0.03840853428321919, 0.03840853428321919], [0.0781829311835616, 0.0384085342832192, 0.03840853428321921]]"
0.39,1.31692682945868,"[[0.03711092290220664, 0.07894453879889668, 0.07894453879889668], [0.07894453829889664, 0.036777730725551655, 0.036777730725551655], [0.07894453829889664, 0.036777730725551655, 0.036777730725551655]]"
0.4,1.344246611406561,"[[0.04072030777141784, 0.07963984636429115, 0.07963984636429115], [0.07963984586429095, 0.03518007694285446, 0.03518007694285446], [0.07963984586429095, 0.03518007694285446, 0.03518007694285446]]"
0.41000000000000003,1.368800028867554,"[[0.04446225991862994, 0.080268870290685, 0.080268870290685], [0.08026886979068497, 0.033615564979657536, 0.033615564979657536], [0.08026886979068497, 0.033615564979657536, 0.03361556497965753]]"
0.42,1.3906453325762413,"[[0.048336747721310684, 0.08083162638934467, 0.08083162638934467], [0.0808316258893445, 0.03208418693032774, 0.03208418693032774], [0.08083162588934455, 0.032084186930327746, 0.032084186930327746]]"
0.43,1.4098294524592347,"[[0.05234374000020183, 0.08132813024989896, 0.08132813024989896], [0.08132812974989898, 0.030585935000050586, 0.03058593500005059], [0.08132812974989898, 0.03058593500005059, 0.03058593500005059]]"
0.44,1.426390157721471,"[[0.05648320661059538, 0.08175839694470227, 0.08175839694470227], [0.08175839644470212, 0.02912080165264897, 0.029120801652648968], [0.08175839644470212, 0.029120801652648968, 0.02912080165264897]]"
0.45,1.4403576593031175,"[[0.06075511903089787, 0.08212244073455086, 0.08212244073455087], [0.08212244023455101, 0.027688779757724588, 0.027688779757724595], [0.08212244023455104, 0.027688779757724595, 0.027688779757724595]]"
0.45999999999999996,1.4517558258376084,"[[0.06515945094533598, 0.0824202747773321, 0.08242027477733212], [0.08242027427733173, 0.02628986273633411, 0.026289862736334112], [0.08242027427733173, 0.02628986273633411, 0.026289862736334112]]"
0.47,1.4606031062430702,"[[0.06969617948241272, 0.08265191050879354, 0.08265191050879354], [0.08265191000879327, 0.024924044870603443, 0.02492404487060344], [0.08265191000879324, 0.024924044870603436, 0.024924044870603436]]"
0.48,1.4669132014387287,"[[0.07436528561503845, 0.08281735744248055, 0.08281735744248055], [0.08281735694248082, 0.023591321403759725, 0.023591321403759725], [0.08281735694248082, 0.023591321403759725, 0.023591321403759725]]"
0.49,1.4706955666770227,"[[0.07916675513103559, 0.082916622684482, 0.082916622684482], [0.08291662218448222, 0.022291688782759, 0.022291688782759], [0.08291662218448222, 0.022291688782759, 0.022291688782759]]"
0.5,1.4719557462376542,"[[0.08410057929275767, 0.08294971060362105, 0.08294971060362108], [0.08294971010362139, 0.02102514482318932, 0.02102514482318933], [0.08294971010362139, 0.021025144823189325, 0.021025144823189325]]"
0.51,1.4706955672590993,"[[0.08916675513103606, 0.08291662268448213, 0.08291662268448213], [0.08291662218448206, 0.019791688782758884, 0.019791688782758884], [0.08291662218448206, 0.019791688782758884, 0.019791688782758884]]"
0.52,1.4669132020208053,"[[0.09436528561503879, 0.0828173574424807, 0.0828173574424807], [0.08281735694248066, 0.01859132140375963, 0.018591321403759634], [0.08281735694248066, 0.018591321403759634, 0.01859132140375963]]"
0.53,1.4606031062430702,"[[0.09969617948241333, 0.08265191050879353, 0.08265191050879354], [0.08265191000879332, 0.017424044870603263, 0.017424044870603266], [0.08265191000879332, 0.017424044870603266, 0.017424044870603263]]"
0.54,1.451755826419685,"[[0.10515945097520225, 0.0824202747623989, 0.0824202747623989], [0.08242027426239891, 0.016289862743800523, 0.016289862743800527], [0.08242027426239891, 0.016289862743800523, 0.01628986274380052]]"
0.55,1.440357658721041,"[[0.11075511900110227, 0.08212244074944895, 0.08212244074944895], [0.08212244024944883, 0.015188779750275506, 0.01518877975027551], [0.08212244024944883, 0.01518877975027551, 0.015188779750275506]]"
0.56,1.4263901583035477,"[[0.11648320664030373, 0.08175839692984807, 0.08175839692984807], [0.08175839642984842, 0.014120801660075831, 0.01412080166007583], [0.08175839642984842, 0.01412080166007583, 0.014120801660075831]]"
0.5700000000000001,1.4098294530413114,"[[0.12234374000020225, 0.081328130249899, 0.081328130249899], [0.08132812974989896, 0.013085935000050467, 0.013085935000050467], [0.08132812974989896, 0.013085935000050467, 0.013085935000050467]]"
0.5800000000000001,1.3906453325762413,"[[0.128336747721311, 0.08083162638934457, 0.08083162638934457], [0.08083162588934456, 0.012084186930327659, 0.012084186930327659], [0.08083162588934456, 0.012084186930327659, 0.012084186930327659]]"
0.5900000000000001,1.3688000294496305,"[[0.13446225994794836, 0.08026887027602574, 0.08026887027602574], [0.08026886977602606, 0.011115564986987002, 0.011115564986987002], [0.08026886977602606, 0.011115564986987002, 0.011115564986987002]]"
0.6,1.3442466119886376,"[[0.14072030780055592, 0.07963984634972202, 0.07963984634972202], [0.07963984584972222, 0.010180076950138908, 0.010180076950138908], [0.07963984584972222, 0.010180076950138908, 0.010180076950138908]]"
0.61,1.3169268288766034,"[[0.14711092290220681, 0.07894453879889662, 0.07894453879889662], [0.07894453829889667, 0.009277730725551646, 0.009277730725551644], [0.07894453829889667, 0.009277730725551644, 0.009277730725551646]]"
0.62,1.2867682010983117,"[[0.15363413713287719, 0.07818293168356158, 0.07818293168356158], [0.07818293118356157, 0.00840853428321916, 0.00840853428321916], [0.07818293118356157, 0.00840853428321916, 0.00840853428321916]]"
0.63,1.2499999997089617,"[[0.1602000566728103, 0.07739997419435257, 0.07739997419435257], [0.07739996913283757, 0.007550014168202362, 0.007550014168202362], [0.07739996913283757, 0.007550014168202362, 0.007550014168202362]]"
0.64,1.2175477019627579,"[[0.16707849118005833, 0.07646075465997076, 0.07646075465997076], [0.07646075415997115, 0.006769622795014455, 0.006769622795014455], [0.07646075415997115, 0.006769622795014454, 0.006769622795014453]]"
0.65,1.1782247791416012,"[[0.17399969626281783, 0.07550015211859122, 0.07550015211859122], [0.0755001516185912, 0.005999924065704344, 0.005999924065704345], [0.0755001516185912, 0.005999924065704345, 0.005999924065704345]]"
0.66,1.135520935349632,"[[0.18105363294232513, 0.07447318377883282, 0.07447318377883282], [0.07447318327884242, 0.005263408235581121, 0.005263408235581121], [0.07447318327884242, 0.005263408235581121, 0.005263408235581121]]"
0.6699999999999999,1.0891836191876791,"[[0.18824033608812024, 0.07337983220594009, 0.07337983220594009], [0.07337983170593998, 0.0045600840220299255, 0.004560084022029926], [0.07337983170593998, 0.004560084022029926, 0.0045600840220299255]]"
0.6799999999999999,1.038869205804076,"[[0.19555984946316407, 0.0722200755184183, 0.0722200755184183], [0.07222007501841812, 0.003889962365790768, 0.003889962365790768], [0.07222007501841812, 0.003889962365790768, 0.003889962365790768]]"
0.69,0.9840937118860893,"[[0.20301222134649755, 0.07099388957675158, 0.07099388957675158], [0.07099388907675148, 0.00325305533662412, 0.00325305533662412], [0.07099388907675148, 0.00325305533662412, 0.00325305533662412]]"
0.7,0.92414502723841,"[[0.2105975134338318, 0.06970124353308436, 0.06970124353308436], [0.06970124303308421, 0.002649378358457739, 0.002649378358457739], [0.06970124303308421, 0.002649378358457739, 0.002649378358457739]]"
0.71,0.8579107074183412,"[[0.2183158100999514, 0.06834209520002456, 0.06834209520002456], [0.06834209470002463, 0.0020789525249875727, 0.0020789525249875727], [0.06834209470002463, 0.0020789525249875727, 0.0020789525249875727]]"
0.72,0.7834977001766674,"[[0.22616723954480847, 0.06691638047759611, 0.06691638047759611], [0.06691637997759593, 0.001541809886201854, 0.0015418098862018542], [0.06691637997759593, 0.0015418098862018542, 0.001541809886201854]]"
0.73,0.6972274483996443,"[[0.23415202945150548, 0.06542398552424766, 0.06542398552424766], [0.06542398502424746, 0.0010380073628761053, 0.0010380073628761051], [0.06542398502424746, 0.0010380073628761051, 0.0010380073628761053]]"
0.74,0.5900260011549108,"[[0.24227070300685422, 0.06386464874657323, 0.06386464874657323], [0.06386464824657302, 0.0005676757517133082, 0.0005676757517133082], [0.06386464824657302, 0.0005676757517133082, 0.0005676757517133082]]"
0.75,0.4194740441744216,"[[0.2505255887614001, 0.062237205869300115, 0.062237205869300115], [0.062237205369300365, 0.00013139719034974907, 0.00013139719034974907], [0.062237205369300365, 0.00013139719034974907, 0.00013139719034974907]]"
0.76,0.004882812208961695,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]"
0.77,0.004882812208961695,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]"
0.78,0.004882812208961695,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]"
0.79,0.004882812208961695,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]"
0.8,0.004882812208961695,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]"
